-19;-19;nan
-19;-17;nan
-19;-15;nan
-19;-13;nan
-19;-11;nan
-19;-9;nan
-19;-7;nan
-19;-5;nan
-19;-3;nan
-19;-1;nan
-19;1;nan
-19;3;nan
-19;5;nan
-19;7;nan
-19;9;nan
-19;11;nan
-19;13;nan
-19;15;nan
-19;17;nan
-17;-19;nan
-17;-17;0.416667
-17;-15;0.75
-17;-13;1
-17;-11;1
-17;-9;0.9
-17;-7;0.827586
-17;-5;1
-17;-3;1
-17;-1;0.981481
-17;1;1
-17;3;1
-17;5;0.724138
-17;7;0.901961
-17;9;1
-17;11;1.05556
-17;13;1
-17;15;1
-17;17;0.705882
-15;-19;nan
-15;-17;1
-15;-15;1
-15;-13;1
-15;-11;1
-15;-9;1
-15;-7;0.9375
-15;-5;0.882353
-15;-3;0.895833
-15;-1;0.920792
-15;1;1
-15;3;1
-15;5;0.951807
-15;7;1
-15;9;1
-15;11;0.965517
-15;13;0.947368
-15;15;1
-15;17;0.894737
-13;-19;nan
-13;-17;0.913043
-13;-15;1
-13;-13;0.882353
-13;-11;0.9375
-13;-9;0.876543
-13;-7;1.06522
-13;-5;1
-13;-3;1
-13;-1;0.843972
-13;1;1
-13;3;1.03077
-13;5;1
-13;7;1
-13;9;0.743119
-13;11;1.04762
-13;13;0.857143
-13;15;1
-13;17;0.885714
-11;-19;nan
-11;-17;1
-11;-15;0.75
-11;-13;1
-11;-11;0.957746
-11;-9;1.07407
-11;-7;0.971698
-11;-5;0.979452
-11;-3;1.00617
-11;-1;0.821429
-11;1;1.07812
-11;3;0.989011
-11;5;1.09036
-11;7;0.865385
-11;9;0.78626
-11;11;1
-11;13;1.08197
-11;15;1
-11;17;1
-9;-19;nan
-9;-17;1
-9;-15;0.785714
-9;-13;1.01493
-9;-11;0.978022
-9;-9;0.901639
-9;-7;1
-9;-5;1
-9;-3;0.913514
-9;-1;1.09548
-9;1;0.764
-9;3;0.865672
-9;5;0.719807
-9;7;0.811111
-9;9;1
-9;11;1
-9;13;0.988095
-9;15;0.940299
-9;17;1
-7;-19;nan
-7;-17;1
-7;-15;0.777778
-7;-13;0.987805
-7;-11;1.05263
-7;-9;0.819444
-7;-7;0.932927
-7;-5;0.879121
-7;-3;0.786325
-7;-1;0.673554
-7;1;0.646643
-7;3;0.655556
-7;5;0.807882
-7;7;0.910995
-7;9;0.937853
-7;11;1.06716
-7;13;1.06579
-7;15;1
-7;17;0.931818
-5;-19;nan
-5;-17;1.02857
-5;-15;0.980392
-5;-13;0.827586
-5;-11;0.981481
-5;-9;0.894366
-5;-7;1.04878
-5;-5;0.774359
-5;-3;0.663636
-5;-1;0.534296
-5;1;0.625
-5;3;0.752033
-5;5;0.604839
-5;7;0.842697
-5;9;1.03593
-5;11;0.987179
-5;13;1.1
-5;15;0.901408
-5;17;0.888889
-3;-19;nan
-3;-17;1.05405
-3;-15;0.849057
-3;-13;1
-3;-11;0.738095
-3;-9;0.899281
-3;-7;0.977654
-3;-5;0.642857
-3;-3;0.702222
-3;-1;0.526316
-3;1;0.663399
-3;3;0.475728
-3;5;0.556863
-3;7;0.657407
-3;9;1.07453
-3;11;0.880952
-3;13;0.949495
-3;15;0.875
-3;17;0.903846
-1;-19;nan
-1;-17;1.1
-1;-15;1.04167
-1;-13;1
-1;-11;0.869159
-1;-9;0.753012
-1;-7;1
-1;-5;0.653266
-1;-3;0.514403
-1;-1;0.398754
-1;1;0.487633
-1;3;0.428571
-1;5;0.409836
-1;7;0.655172
-1;9;0.752427
-1;11;1
-1;13;0.686441
-1;15;0.84507
-1;17;0.87037
1;-19;nan
1;-17;1.08571
1;-15;1
1;-13;1.08861
1;-11;0.956897
1;-9;1.05556
1;-7;0.819672
1;-5;0.416667
1;-3;0.382239
1;-1;0.36129
1;1;0.347305
1;3;0.348993
1;5;0.327465
1;7;0.59292
1;9;1.07692
1;11;1.09677
1;13;0.913462
1;15;0.953846
1;17;0.895833
3;-19;nan
3;-17;0.769231
3;-15;1
3;-13;0.869565
3;-11;1.07
3;-9;1.06383
3;-7;0.874214
3;-5;0.526829
3;-3;0.351111
3;-1;0.267148
3;1;0.329932
3;3;0.373134
3;5;0.36
3;7;0.53211
3;9;0.798942
3;11;1.03704
3;13;0.860215
3;15;0.857143
3;17;0.941176
5;-19;nan
5;-17;1
5;-15;0.738095
5;-13;1
5;-11;1.09877
5;-9;1
5;-7;0.886364
5;-5;0.856164
5;-3;0.431953
5;-1;0.322404
5;1;0.290196
5;3;0.236515
5;5;0.461929
5;7;1.00662
5;9;1.02752
5;11;0.965812
5;13;1
5;15;0.88
5;17;1
7;-19;nan
7;-17;1
7;-15;0.735294
7;-13;1
7;-11;1
7;-9;1
7;-7;1
7;-5;1.06186
7;-3;0.875862
7;-1;0.767606
7;1;0.555556
7;3;0.76506
7;5;0.978261
7;7;0.962617
7;9;0.87931
7;11;1.08642
7;13;1.03774
7;15;0.95
7;17;1
9;-19;nan
9;-17;0.526316
9;-15;1
9;-13;0.705882
9;-11;1
9;-9;0.932203
9;-7;1
9;-5;1.04598
9;-3;1.04
9;-1;0.891892
9;1;0.704
9;3;0.885496
9;5;0.87
9;7;1
9;9;1
9;11;1
9;13;0.714286
9;15;0.961538
9;17;0.954545
11;-19;nan
11;-17;1
11;-15;0.5
11;-13;0.913043
11;-11;0.916667
11;-9;0.93617
11;-7;0.839286
11;-5;1.03448
11;-3;0.850575
11;-1;0.816092
11;1;0.47619
11;3;1.02817
11;5;1.06154
11;7;0.914286
11;9;0.823529
11;11;0.735849
11;13;0.935484
11;15;0.586207
11;17;1
13;-19;nan
13;-17;1
13;-15;0.666667
13;-13;0.782609
13;-11;0.791667
13;-9;0.92
13;-7;1
13;-5;0.875
13;-3;1
13;-1;0.962963
13;1;1.07692
13;3;0.941176
13;5;0.795918
13;7;1.05128
13;9;1.08333
13;11;1
13;13;0.833333
13;15;1
13;17;1
15;-19;nan
15;-17;0.166667
15;-15;0.727273
15;-13;0.818182
15;-11;1
15;-9;0.823529
15;-7;1
15;-5;0.967742
15;-3;0.833333
15;-1;0.878788
15;1;0.612903
15;3;0.861111
15;5;1
15;7;1
15;9;1
15;11;0.904762
15;13;1
15;15;1
15;17;0.875
17;-19;nan
17;-17;1
17;-15;0.6
17;-13;0.777778
17;-11;1
17;-9;0.818182
17;-7;1
17;-5;1
17;-3;1
17;-1;1
17;1;0.478261
17;3;1
17;5;0.363636
17;7;0.769231
17;9;0.636364
17;11;0.928571
17;13;1
17;15;1
17;17;1
