-19;-19;nan
-19;-17;nan
-19;-15;nan
-19;-13;nan
-19;-11;nan
-19;-9;nan
-19;-7;nan
-19;-5;nan
-19;-3;nan
-19;-1;nan
-19;1;nan
-19;3;nan
-19;5;nan
-19;7;nan
-19;9;nan
-19;11;nan
-19;13;nan
-19;15;nan
-19;17;nan
-17;-19;nan
-17;-17;0.5
-17;-15;1
-17;-13;0.681818
-17;-11;1.08696
-17;-9;1
-17;-7;0.689655
-17;-5;0.869565
-17;-3;1
-17;-1;1
-17;1;1.04348
-17;3;1.05172
-17;5;1
-17;7;1.01961
-17;9;1.08333
-17;11;0.666667
-17;13;1
-17;15;1
-17;17;0.352941
-15;-19;nan
-15;-17;0.75
-15;-15;1
-15;-13;0.954545
-15;-11;1
-15;-9;0.88
-15;-7;1.07812
-15;-5;0.823529
-15;-3;0.927083
-15;-1;1.07921
-15;1;0.990566
-15;3;0.897196
-15;5;1
-15;7;0.953846
-15;9;0.797297
-15;11;0.913793
-15;13;1
-15;15;1
-15;17;1
-13;-19;nan
-13;-17;1.08696
-13;-15;1
-13;-13;1
-13;-11;0.859375
-13;-9;0.876543
-13;-7;1.06522
-13;-5;1.08333
-13;-3;0.952756
-13;-1;0.851064
-13;1;0.972603
-13;3;0.984615
-13;5;1.01724
-13;7;1.02062
-13;9;0.788991
-13;11;0.869048
-13;13;1
-13;15;1
-13;17;0.914286
-11;-19;nan
-11;-17;1
-11;-15;1
-11;-13;1
-11;-11;0.971831
-11;-9;1
-11;-7;0.811321
-11;-5;0.828767
-11;-3;1
-11;-1;1
-11;1;1.04688
-11;3;1.06044
-11;5;1.00602
-11;7;0.878205
-11;9;0.763359
-11;11;1
-11;13;0.983607
-11;15;0.931818
-11;17;1
-9;-19;nan
-9;-17;1
-9;-15;1
-9;-13;0.701493
-9;-11;0.901099
-9;-9;0.852459
-9;-7;1
-9;-5;1
-9;-3;1.07027
-9;-1;0.98995
-9;1;0.776
-9;3;0.9801
-9;5;0.971014
-9;7;0.827778
-9;9;1
-9;11;1.00833
-9;13;1.07143
-9;15;0.865672
-9;17;0.902439
-7;-19;nan
-7;-17;0.793103
-7;-15;1.01852
-7;-13;0.939024
-7;-11;0.863158
-7;-9;0.875
-7;-7;0.908537
-7;-5;0.851648
-7;-3;0.74359
-7;-1;0.652893
-7;1;0.590106
-7;3;0.566667
-7;5;0.980296
-7;7;0.890052
-7;9;0.853107
-7;11;0.932836
-7;13;1.01316
-7;15;1
-7;17;0.886364
-5;-19;nan
-5;-17;1
-5;-15;0.764706
-5;-13;0.885057
-5;-11;0.953704
-5;-9;1.01408
-5;-7;0.914634
-5;-5;0.861538
-5;-3;0.654545
-5;-1;0.566787
-5;1;0.569079
-5;3;0.788618
-5;5;0.71371
-5;7;0.769663
-5;9;0.994012
-5;11;0.826923
-5;13;1.02222
-5;15;0.746479
-5;17;1
-3;-19;nan
-3;-17;0.756757
-3;-15;0.924528
-3;-13;0.769231
-3;-11;0.952381
-3;-9;1.03597
-3;-7;0.865922
-3;-5;0.690476
-3;-3;0.622222
-3;-1;0.610526
-3;1;0.617647
-3;3;0.533981
-3;5;0.588235
-3;7;0.638889
-3;9;1
-3;11;0.922619
-3;13;0.878788
-3;15;1
-3;17;0.788462
-1;-19;nan
-1;-17;1.06667
-1;-15;0.875
-1;-13;1
-1;-11;1.00935
-1;-9;0.873494
-1;-7;1.04321
-1;-5;0.592965
-1;-3;0.588477
-1;-1;0.386293
-1;1;0.459364
-1;3;0.522648
-1;5;0.532787
-1;7;0.536946
-1;9;0.830097
-1;11;1
-1;13;0.864407
-1;15;0.802817
-1;17;0.944444
1;-19;nan
1;-17;0.885714
1;-15;1
1;-13;1
1;-11;0.991379
1;-9;1
1;-7;0.781421
1;-5;0.503968
1;-3;0.436293
1;-1;0.322581
1;1;0.368263
1;3;0.375839
1;5;0.359155
1;7;0.566372
1;9;1.04396
1;11;1.05806
1;13;1.08654
1;15;0.938462
1;17;1
3;-19;nan
3;-17;0.846154
3;-15;1.08333
3;-13;0.630435
3;-11;0.97
3;-9;0.886525
3;-7;1.0566
3;-5;0.468293
3;-3;0.351111
3;-1;0.34657
3;1;0.329932
3;3;0.36194
3;5;0.417778
3;7;0.619266
3;9;0.89418
3;11;1
3;13;0.849462
3;15;1
3;17;0.803922
5;-19;nan
5;-17;1
5;-15;1
5;-13;1.08
5;-11;1.08642
5;-9;0.98913
5;-7;0.871212
5;-5;0.910959
5;-3;0.502959
5;-1;0.338798
5;1;0.301961
5;3;0.369295
5;5;0.517766
5;7;0.953642
5;9;1.01835
5;11;1.03419
5;13;1.04938
5;15;1.06
5;17;0.837838
7;-19;nan
7;-17;1
7;-15;1
7;-13;0.888889
7;-11;1
7;-9;0.866667
7;-7;1
7;-5;1
7;-3;0.862069
7;-1;0.873239
7;1;0.462963
7;3;0.674699
7;5;1.05797
7;7;1
7;9;0.965517
7;11;1
7;13;1.03774
7;15;0.75
7;17;1
9;-19;nan
9;-17;0.526316
9;-15;0.777778
9;-13;1
9;-11;1
9;-9;0.983051
9;-7;1
9;-5;1.01149
9;-3;0.87
9;-1;0.864865
9;1;0.624
9;3;0.793893
9;5;1.01
9;7;0.831579
9;9;0.985714
9;11;0.869565
9;13;0.836735
9;15;0.769231
9;17;1.04545
11;-19;nan
11;-17;1
11;-15;0.576923
11;-13;0.826087
11;-11;1.02778
11;-9;1
11;-7;0.732143
11;-5;1.03448
11;-3;0.885057
11;-1;0.91954
11;1;0.590476
11;3;1
11;5;1.07692
11;7;0.885714
11;9;0.705882
11;11;0.962264
11;13;0.870968
11;15;0.896552
11;17;1
13;-19;nan
13;-17;1
13;-15;0.933333
13;-13;0.913043
13;-11;1
13;-9;1
13;-7;0.764706
13;-5;0.96875
13;-3;1
13;-1;1.01852
13;1;1
13;3;0.843137
13;5;1
13;7;1.07692
13;9;1.05556
13;11;1.03846
13;13;0.833333
13;15;0.909091
13;17;1
15;-19;nan
15;-17;0.666667
15;-15;0.454545
15;-13;0.363636
15;-11;1
15;-9;1
15;-7;1
15;-5;0.419355
15;-3;1
15;-1;1
15;1;1.09677
15;3;1
15;5;1.06452
15;7;0.772727
15;9;0.823529
15;11;1
15;13;0.647059
15;15;1
15;17;0.375
17;-19;nan
17;-17;1
17;-15;0.6
17;-13;0.444444
17;-11;1
17;-9;0.909091
17;-7;1
17;-5;1
17;-3;1
17;-1;1
17;1;0.304348
17;3;0.857143
17;5;0.590909
17;7;0.846154
17;9;0.545455
17;11;0.714286
17;13;0.714286
17;15;1
17;17;1
